Ticker;Field Mnemonic;Data State;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985
QLYS US Equity;EV_TO_T12M_EBITDA;Dynamic;22,23098144;35,60344562;21,79744706;35,40873024;30,48149403;25,43225867;32,53501566;33,90020435;18,80650131;24,32061902;53,4728523;54,4373517;33,65006629;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSNC US Equity;EV_TO_T12M_EBITDA;Dynamic;12,7121636;11,55732718;10,65517123;13,38919453;14,11323915;12,96283283;20,47033632;16,26584044;15,81839544;28,96663282;18,52734648;15,73544645;13,80353272;10,72565611;14,13694237;;;;;;;;;;;;;;;;;;;;;;;;;
S US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOW US Equity;EV_TO_T12M_EBITDA;Dynamic;130,5459608;97,8922574;84,86948889;154,502883;172,1521357;146,9862961;290,0609267;442,8644678;;;;;302,5169918;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNOW US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOW GR Equity;EV_TO_T12M_EBITDA;Dynamic;23,81396131;23,75472861;11,59332859;14,62649658;13,19069336;8,174872499;8,510572134;13,7106702;10,74838623;8,309827395;8,168465548;9,015918662;9,29913141;8,318932354;10,61438151;10,6007618;6,390439583;11,77532835;13,08700531;9,653715908;5,747988377;5,715288392;3,692258644;9,351098012;17,60517956;;;;;;;;;;;;;;;
SWI US Equity;EV_TO_T12M_EBITDA;Dynamic;14,24367886;12,45024242;12,6944036;16,30756135;21,92512109;18,29424504;15,60144317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STER US Equity;EV_TO_T12M_EBITDA;Dynamic;18,38991572;15,50808281;14,05458801;29,38918587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIXT CN Equity;EV_TO_T12M_EBITDA;Dynamic;6,684290714;7,860595916;11,26431888;22,34293794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TWLO US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TENB US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TDC US Equity;EV_TO_T12M_EBITDA;Dynamic;10,7408125;14,50420395;13,49261776;11,70406888;12,47558738;17,21418919;25,1222659;21,08087379;8,676063428;4,763482143;9,400357143;10,30695034;14,17931923;13,68920019;12,65536842;11,77011447;5,516743003;12,09074742;;;;;;;;;;;;;;;;;;;;;;
VRRM US Equity;EV_TO_T12M_EBITDA;Dynamic;18,92277334;15,31333943;10,31144929;15,37899276;18,35226111;13,75412234;19,5263002;23,27442834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VRNS US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZS US Equity;EV_TO_T12M_EBITDA;Dynamic;2785,516431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZI US Equity;EV_TO_T12M_EBITDA;Dynamic;12,33899649;22,82257773;46,81997297;138,7336992;207,2021105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIGISFTP Index;EV_TO_T12M_SALES;Average;12,28065112;8,174245849;7,123794366;17,17615404;21,40080338;10,19015843;7,782796949;5,8466795;4,847285402;5,14741649;5,694132576;5,242354557;5,092829244;3,17882633;3,916083429;2,970846762;2,228900297;4,530563826;6,408897112;5,335449898;5,150017162;6,30303412;3,195142199;4,285746448;8,518414582;1099,645832;8,163004803;7,439948595;5,509273187;4,038965076;5,180883454;3,983559941;3,620221343;4,157200559;3,62474449;4,921549885;3,288388326;4,637635597;6,604403109;3,46275707
AKAM US Equity;EV_TO_T12M_SALES;Dynamic;;5,283059629;4,131244788;5,627788638;5,429056152;4,939385488;3,466480399;4,191683441;4,51972923;3,83194009;5,195024205;4,54934733;4,496428844;3,884114516;7,362631991;4,044909925;2,508517349;8,355207642;19,31692468;10,36189638;8,589803304;9,600493406;2,692604775;4,849620969;24,43678851;7536,231615;;;;;;;;;;;;;;
BB US Equity;EV_TO_T12M_SALES;Dynamic;;1,950823797;2,920531666;5,348358657;6,527816279;2,604125598;4,985827187;5,413896116;2,215942903;1,373510301;1,361279575;0,640539952;0,387883447;0,29514772;1,627532933;2,506900314;1,916751952;9,524838067;8,010519213;6,137311019;8,43972615;13,41617416;2,002946258;4,257508435;10,63185509;112,1490313;10,83608446;9,681409564;;;;;;;;;;;;
BOX US Equity;EV_TO_T12M_SALES;Dynamic;;4,106419559;5,267433589;4,957963943;3,665022432;3,580018973;4,790350403;5,792204717;5,337574215;3,9458876;9,065503373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRZE US Equity;EV_TO_T12M_SALES;Dynamic;;10,66352557;7,442572102;17,38989166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NET US Equity;EV_TO_T12M_SALES;Dynamic;;21,48793581;15,22735617;64,02973069;53,00842483;15,65911108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CVLT US Equity;EV_TO_T12M_SALES;Dynamic;;4,904884545;2,841616131;3,510755518;3,626595086;2,306364399;3,506047032;3,028810125;2,831712622;2,550864489;2,607588928;4,393434355;6,793671473;4,705431993;4,876496938;2,747423854;1,496979818;2,210954953;4,118807203;;;;;;;;;;;;;;;;;;;;;
CRWD US Equity;EV_TO_T12M_SALES;Dynamic;;22,28625094;10,29379606;27,87604099;53,91042384;25,12900424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DBX US Equity;EV_TO_T12M_SALES;Dynamic;;4,237494404;3,772537313;4,571745679;4,70395632;4,403882502;5,34779622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DT US Equity;EV_TO_T12M_SALES;Dynamic;;9,104033248;10,18895831;14,36223155;19,57735819;12,81112686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DDOG US Equity;EV_TO_T12M_SALES;Dynamic;;18,091825;13,38048383;53,52612111;36,40961846;28,84097115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIVN US Equity;EV_TO_T12M_SALES;Dynamic;;6,40634004;6,416604078;16,0114358;26,77940714;12,0102392;9,721036699;6,926203821;4,595582516;3,362110842;1,846419662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FSLY US Equity;EV_TO_T12M_SALES;Dynamic;;4,885038465;2,647751437;11,81610126;33,7043037;8,986803185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FTNT US Equity;EV_TO_T12M_SALES;Dynamic;;8,364536835;8,394674469;16,97773921;8,615450586;7,541004161;5,723636465;4,069646806;3,236196647;4,410281343;5,689677062;4,223642485;5,540863692;6,896374615;6,445152851;3,623705095;;;;;;;;;;;;;;;;;;;;;;;;
GEN US Equity;EV_TO_T12M_SALES;Dynamic;;5,696012592;6,007010186;6,300815451;5,94496276;5,153337349;6,878135179;7,422586948;5,621553352;2,082171406;3,625935288;2,81258666;2,254653924;1,849153046;2,212387722;2,040010025;2,173713049;2,35319594;2,821932732;3,660067054;4,627934215;6,752740724;3,357439674;4,798239056;2,874714093;5,498966274;1,237011245;2,489538615;1,365558904;1,294097669;2,461845086;1,562593136;1,080631827;4,33939606;3,708689331;;;;;
HCP US Equity;EV_TO_T12M_SALES;Dynamic;;5,300895741;10,17571165;33,53448406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INFA US Equity;EV_TO_T12M_SALES;Dynamic;;6,593899584;4,343664224;9,247768605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KNBE US Equity;EV_TO_T12M_SALES;Dynamic;;;;15,17476774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LSPD CN Equity;EV_TO_T12M_SALES;Dynamic;;1,607788631;2,083858094;6,652712524;33,04590895;8,895574257;13,99125011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MSFT US Equity;EV_TO_T12M_SALES;Dynamic;;13,64600199;11,79280504;9,535593484;11,83214209;10,39301619;7,759607447;6,440458228;5,113941452;3,773979858;3,132699829;3,230365184;2,90650824;2,784460616;2,529559784;2,698317649;3,183636395;3,774942238;4,949289934;4,522912244;5,737694782;6,776889372;7,056278622;8,971806804;;16,76781669;23,30503684;16,69107915;12,69321183;7,484675931;8,171719724;5,674365455;6,002131628;6,420775151;6,077160862;6,927553491;3,274715725;5,809576612;7,410179345;3,46275707
MDB US Equity;EV_TO_T12M_SALES;Dynamic;;16,84280429;11,15882121;30,53883541;38,17033347;22,16310733;17,85679649;6,577985218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NICE US Equity;EV_TO_T12M_SALES;Dynamic;;5,11621174;5,281621458;9,857712615;10,32188131;5,898155557;4,401173251;4,160930976;4,21261096;2,810704892;2,857035049;2,4621828;1,752924974;1,941150828;2,281608263;2,357394058;1,7107597;3,567178664;3,422112392;;1,933505285;1,684825517;0,359160264;1,338328333;1,177478944;3,895691949;1,669577766;5,344497778;2,790455937;2,430753542;;;;;;;;;;
ORCL US Equity;EV_TO_T12M_SALES;Dynamic;;7,688703952;7,468014974;5,884585297;6,490855999;5,021260111;4,78113198;4,585705507;4,770871236;4,164904041;4,627794433;4,531006662;3,865462076;3,125814229;4,518835551;4,10286428;4,114181576;5,252741864;5,531599244;5,054801113;5,416221714;4,975817251;6,53196095;3,873722733;7,296702475;19,18393437;3,767313702;2,99321787;5,187866078;4,946333163;4,909085553;4,713721233;3,777900574;1,711430467;1,088383278;2,915546278;3,302060926;3,465694582;5,798626872;
PANW US Equity;EV_TO_T12M_SALES;Dynamic;12,48558368;10,72083044;8,902455694;9,079524682;6,989055275;6,890802869;7,268796622;5,914095141;7,549760609;16,07174818;9,900714234;7,744766641;13,93136765;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAY US Equity;EV_TO_T12M_SALES;Dynamic;;3,326069185;1,711561538;8,748191716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCTY US Equity;EV_TO_T12M_SALES;Dynamic;;4,971182412;8,591148086;11,2069332;16,16827668;13,78087874;10,23872473;7,862067826;7,446601247;9,199814478;11,371757;9,138363558;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLYS US Equity;EV_TO_T12M_SALES;Dynamic;;12,24806662;7,871358421;12,18512603;12,35700136;9,379742035;9,149420168;8,674789211;4,499238003;5,842407902;8,54150921;6,03732943;3,809464167;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSNC US Equity;EV_TO_T12M_SALES;Dynamic;;3,936855056;3,796471702;5,297085726;5,432957004;4,973567312;5,671534886;6,173070091;5,581019797;9,037138261;7,077072133;6,102207458;4,986900925;3,943321001;5,165366656;;;;;;;;;;;;;;;;;;;;;;;;;
S US Equity;EV_TO_T12M_SALES;Dynamic;;11,69228589;8,836809984;51,08477957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOW US Equity;EV_TO_T12M_SALES;Dynamic;;15,83351452;10,5900613;21,79062905;23,64020869;15,29529494;11,97631683;11,52881787;8,669644703;13,51682752;14,53175442;17,99478259;14,27968681;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNOW US Equity;EV_TO_T12M_SALES;Dynamic;;22,0161736;22,67257238;66,31721761;124,0219441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOW GR Equity;EV_TO_T12M_SALES;Dynamic;;2,966298757;2,074641722;2,752069944;2,691116085;2,344428629;2,522008723;3,87628152;2,921495051;2,322138979;1,937524799;2,239266593;2,616429962;2,310231563;2,9395785;2,87117823;1,687222881;2,97972247;3,099991499;2,27571158;1,305234685;0,91429841;0,365604847;1,910998805;4,69294838;3,793769123;;;;;;;;;;;;;;
SWI US Equity;EV_TO_T12M_SALES;Dynamic;;4,033380934;3,674260926;4,878972876;8,852061845;8,113344147;6,912473457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STER US Equity;EV_TO_T12M_SALES;Dynamic;;2,430836376;2,497675545;3,772239933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIXT CN Equity;EV_TO_T12M_SALES;Dynamic;;1,471181751;2,477260413;4,477329052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TWLO US Equity;EV_TO_T12M_SALES;Dynamic;;2,640744075;1,617642041;14,17254625;25,56839604;10,92206469;13,26527475;4,828866186;7,973950673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TENB US Equity;EV_TO_T12M_SALES;Dynamic;;6,67973968;6,097933667;10,91885874;11,78190931;6,192431512;7,73972898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TDC US Equity;EV_TO_T12M_SALES;Dynamic;;2,407871795;1,93371922;2,364519562;1,393647059;1,654446024;1,983571165;2,03027551;1,353316968;1,34035336;2,230699854;2,535496657;3,677363227;3,2318895;3,117766529;2,71576419;1,268339955;2,756292597;;;;;;;;;;;;;;;;;;;;;;
VRRM US Equity;EV_TO_T12M_SALES;Dynamic;;5,840919174;4,323750145;6,52302797;7,445764991;6,673308642;6,287846742;7,387028356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VRNS US Equity;EV_TO_T12M_SALES;Dynamic;;9,027649425;4,563145519;12,14755879;17,72864735;9,131598795;5,460745398;5,894865895;3,647680445;3,016713271;6,894397317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZS US Equity;EV_TO_T12M_SALES;Dynamic;12,07571856;14,04697061;19,70203409;47,7994435;38,91063918;34,20651544;20,66700937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZI US Equity;EV_TO_T12M_SALES;Dynamic;;6,414777314;11,78020546;35,9730815;41,48136914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
